,Unnamed: 0,d1,d2,type,split,smiles1,smiles2
72695,72695,DB00818,DB00455,25,training,CC(C)C1=CC=CC(C(C)C)=C1O,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2
80095,80095,DB01544,DB05271,77,training,CN1C2=C(C=C(C=C2)[N+]([O-])=O)C(=NCC1=O)C1=CC=CC=C1F,CCCN(CCC1=CC=CS1)[C@H]1CCC2=C(O)C=CC=C2C1
174691,21158,DB06196,DB00881,34,testing,[H][C@]12CC(N(C(=O)C3CC4=CC=CC=C4CN3C(=O)[C@H](CO)NC(=O)[C@H](CC3=CC=CS3)NC(=O)CNC(=O)C3C[C@@H](O)CN3C(=O)C3CCCN3C(=O)C(CCCN=C(N)N)NC(=O)[C@H](N)CCCN=C(N)N)[C@@]1([H])CCCC2)C(=O)N[C@@H](CCCN=C(N)N)C(O)=O,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC=CC=C2C[C@H]1C(O)=O
17979,17979,DB04951,DB06196,25,training,CC1=CN(C(=O)C=C1)C1=CC=CC=C1,[H][C@]12CC(N(C(=O)C3CC4=CC=CC=C4CN3C(=O)[C@H](CO)NC(=O)[C@H](CC3=CC=CS3)NC(=O)CNC(=O)C3C[C@@H](O)CN3C(=O)C3CCCN3C(=O)C(CCCN=C(N)N)NC(=O)[C@H](N)CCCN=C(N)N)[C@@]1([H])CCCC2)C(=O)N[C@@H](CCCN=C(N)N)C(O)=O
18159,18159,DB08899,DB01047,8,training,CNC(=O)C1=C(F)C=C(C=C1)N1C(=S)N(C(=O)C1(C)C)C1=CC=C(C#N)C(=C1)C(F)(F)F,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@]([H])(F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COC(C)=O
102787,102787,DB00474,DB09389,12,training,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C
117950,2765,DB13167,DB08808,34,validation,OC(=O)CC1=CC(Cl)=C(OCC=C)C=C1,CC1=CC(OCC(O)CNC(C)(C)C)=C(Cl)C=C1
169489,15956,DB09073,DB01016,9,testing,CC(=O)C1=C(C)C2=CN=C(NC3=NC=C(C=C3)N3CCNCC3)N=C2N(C2CCCC2)C1=O,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
116059,874,DB09218,DB00498,45,validation,CC1=C(NC2=C(C=CC=N2)C(O)=O)C=CC=C1Cl,O=C1C(C(=O)C2=CC=CC=C12)C1=CC=CC=C1
82118,82118,DB00455,DB00950,25,training,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2,CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
26481,26481,DB00418,DB00872,66,training,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1
110882,110882,DB01097,DB06803,5,training,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,OC1=C(C=C(Cl)C=C1)C(=O)NC1=C(Cl)C=C(C=C1)[N+]([O-])=O
13408,13408,DB01578,DB01077,62,training,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(C=O)N=C(O)C1=C(I)C(N=C(C)O)=C(I)C(N(C)C(C)=O)=C1I,CC(O)(P(O)(O)=O)P(O)(O)=O
27394,27394,DB00928,DB01097,25,training,NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F
101800,101800,DB01026,DB00337,5,training,CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1,[H][C@]1(CC[C@H](Cl)[C@@H](C1)OC)\C=C(/C)[C@@]1([H])OC(=O)[C@]2([H])CCCCN2C(=O)C(=O)[C@]2(O)O[C@@]([H])([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC)C(=O)C[C@H](O)[C@H]1C)OC
16157,16157,DB01264,DB09095,9,training,[H][C@@]12CCO[C@]1([H])OC[C@@H]2OC(=O)N[C@@H](CC1=CC=CC=C1)[C@H](O)CN(CC(C)C)S(=O)(=O)C1=CC=C(N)C=C1,[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
31016,31016,DB00680,DB01466,66,training,CCOC(=O)NC1=CC2=C(SC3=CC=CC=C3N2C(=O)CCN2CCOCC2)C=C1,[H][C@@]12OC3=C(OCC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O
56399,56399,DB01142,DB01274,25,training,[H]C(CCN(C)C)=C1C2=CC=CC=C2COC2=CC=CC=C12,COC1=CC=C(C[C@@H](C)NC[C@H](O)C2=CC(NC=O)=C(O)C=C2)C=C1
186238,32705,DB09072,DB12532,53,testing,[Na+].OCCCC([O-])=O,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC1=CC=CC=C1)C(C)(C)CC1=CC=CC=C1
80109,80109,DB00623,DB05271,77,training,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1,CCCN(CCC1=CC=CS1)[C@H]1CCC2=C(O)C=CC=C2C1
118504,3319,DB01253,DB01275,25,validation,[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](C)CO,NNC1=NN=CC2=CC=CC=C12
102911,102911,DB00312,DB00294,6,training,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
11157,11157,DB00227,DB04574,5,training,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(OS(O)(=O)=O)=C4)[C@@H]1CCC2=O
127650,12465,DB00875,DB00593,25,validation,[H]\C(CCN1CCN(CCO)CC1)=C1/C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F,CCC1(C)CC(=O)NC1=O
156312,2779,DB01614,DB08808,66,testing,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O,CC1=CC(OCC(O)CNC(C)(C)C)=C(Cl)C=C1
26558,26558,DB06203,DB00872,9,training,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1
2906,2906,DB09281,DB01044,0,training,[Mg++].[Mg++].[O-][Si](=O)O[Si]([O-])([O-])O[Si]([O-])=O,COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1CCNC(C)C1)C1CC1
157243,3710,DB01118,DB04574,5,testing,CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=CC=CC=C2O1,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(OS(O)(=O)=O)=C4)[C@@H]1CCC2=O
152637,37452,DB00312,DB00189,25,validation,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,[H]C(Cl)=CC(O)(CC)C#C
29250,29250,DB00979,DB00802,25,training,CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1,CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O
9908,9908,DB09218,DB01275,34,training,CC1=C(NC2=C(C=CC=N2)C(O)=O)C=CC=C1Cl,NNC1=NN=CC2=CC=CC=C12
93394,93394,DB00418,DB00624,6,training,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
63214,63214,DB00559,DB00881,66,training,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC=CC=C2C[C@H]1C(O)=O
102735,102735,DB04855,DB00603,5,training,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2,[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C
158940,5407,DB00939,DB09095,25,testing,CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1,[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
107010,107010,DB00188,DB00169,5,training,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,CC(C)CCC[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C
18122,18122,DB09215,DB01047,25,training,CN1C2=C(OC(=O)N(C2=O)C2=CC=CC=N2)C2=CC=CC=C2S1(=O)=O,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@]([H])(F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COC(C)=O
120109,4924,DB08938,DB00846,3,validation,[OH-].[Mg++].[Al+3].[O-]S([O-])(=O)=O,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@]([H])(F)C5=CC(=O)CC[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO
39598,39598,DB00559,DB00347,8,training,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1,CN1C(=O)OC(C)(C)C1=O
190842,37309,DB00924,DB06690,25,testing,CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12,[O-][N+]#N
71757,71757,DB00623,DB00924,25,training,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1,CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12
124698,9513,DB04855,DB00972,5,validation,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2,CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O
139473,24288,DB00619,DB00455,5,validation,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)CC1,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2
83892,83892,DB04868,DB00476,5,training,CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)=C1)C(F)(F)F,CNCC[C@H](OC1=CC=CC2=CC=CC=C12)C1=CC=CS1
63265,63265,DB00214,DB00881,25,training,CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC=CC=C2C[C@H]1C(O)=O
77485,77485,DB00188,DB01195,75,training,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O,FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1
144674,29489,DB00458,DB00218,75,validation,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,[H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O
50776,50776,DB00829,DB01618,25,training,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1,CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2
89417,89417,DB00529,DB00604,75,training,OC(=O)P(O)(O)=O,CO[C@H]1CN(CCCOC2=CC=C(F)C=C2)CC[C@H]1NC(=O)C1=CC(Cl)=C(N)C=C1OC
